"shinywaffles", "rss_formula_rss_supreme", "-",
"Moskito1116", "rss_formula_rss_supreme", "-",




Race sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"jack0li", "rss_formula_rss_supreme", "26.3270", "-"
"M. Wasik", "rss_formula_rss_supreme", "26.4930", "0.1660"
"tangentclamp600", "rss_formula_rss_supreme", "26.5740", "0.2470"
"novic", "rss_formula_rss_supreme", "26.8780", "0.5510"
"66rosso66", "rss_formula_rss_supreme", "26.9000", "0.5730"
"chichkodibel", "rss_formula_rss_supreme", "26.9670", "0.6400"
"Josh Rivers", "rss_formula_rss_supreme", "27.0470", "0.7200"
"Tareek", "rss_formula_rss_supreme", "27.0560", "0.7290"
"cndelta", "rss_formula_rss_supreme", "27.1670", "0.8400"
"Neeun_JTS3", "rss_formula_rss_supreme", "27.4290", "1.1020"
"potatolad165", "rss_formula_rss_supreme", "35.3620", "9.0350"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"M. Wasik", "rss_formula_rss_supreme", "41.5840", "-"
"jack0li", "rss_formula_rss_supreme", "41.6200", "0.0360"
"tangentclamp600", "rss_formula_rss_supreme", "41.6240", "0.0400"
"chichkodibel", "rss_formula_rss_supreme", "42.0380", "0.4540"
"novic", "rss_formula_rss_supreme", "42.0930", "0.5090"
"cndelta", "rss_formula_rss_supreme", "42.1740", "0.5900"
"66rosso66", "rss_formula_rss_supreme", "42.3180", "0.7340"
"Josh Rivers", "rss_formula_rss_supreme", "42.3770", "0.7930"
"Tareek", "rss_formula_rss_supreme", "42.5970", "1.0130"
"Neeun_JTS3", "rss_formula_rss_supreme", "43.1010", "1.5170"
"potatolad165", "rss_formula_rss_supreme", "45.6660", "4.0820"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"M. Wasik", "rss_formula_rss_supreme", "27.3820", "-"
"jack0li", "rss_formula_rss_supreme", "27.5720", "0.1900"
"tangentclamp600", "rss_formula_rss_supreme", "27.5810", "0.1990"
"novic", "rss_formula_rss_supreme", "27.7780", "0.3960"
"chichkodibel", "rss_formula_rss_supreme", "27.7830", "0.4010"
"Tareek", "rss_formula_rss_supreme", "27.8820", "0.5000"
"Josh Rivers", "rss_formula_rss_supreme", "27.9140", "0.5320"
"66rosso66", "rss_formula_rss_supreme", "28.0260", "0.6440"
"cndelta", "rss_formula_rss_supreme", "28.1840", "0.8020"
"Neeun_JTS3", "rss_formula_rss_supreme", "28.6330", "1.2510"
"potatolad165", "rss_formula_rss_supreme", "29.8570", "2.4750"


Race incidents
'======================
Date, Incident, Worth reviewing
"", "Josh Rivers reported contact with another vehicle 66rosso66. Impact speed: 4.0225673",
"", "chichkodibel reported contact with environment. Impact speed: 52.864445",
"", "novic reported contact with another vehicle M. Wasik. Impact speed: 43.950104",
"", "66rosso66 reported contact with another vehicle tangentclamp600. Impact speed: 19.373869",
"", "jack0li reported contact with environment. Impact speed: 49.031513",
"", "Tareek reported contact with another vehicle jack0li. Impact speed: 12.778474",
"", "jack0li reported contact with another vehicle Tareek. Impact speed: 25.671608",
"", "Tareek reported contact with another vehicle jack0li. Impact speed: 28.984732",
"", "chichkodibel reported contact with another vehicle novic. Impact speed: 15.757065",
"", "novic reported contact with another vehicle chichkodibel. Impact speed: 29.595984",
"", "chichkodibel reported contact with another vehicle novic. Impact speed: 34.233284",
"", "tangentclamp600 reported contact with environment. Impact speed: 39.44471",
"", "Tareek reported contact with environment. Impact speed: 113.31744",
"", "chichkodibel reported contact with environment. Impact speed: 44.945312",
"", "novic reported contact with environment. Impact speed: 146.76749",
"", "tangentclamp600 reported contact with another vehicle Josh Rivers. Impact speed: 3.2104063",
"", "Josh Rivers reported contact with another vehicle tangentclamp600. Impact speed: 14.675034",
"", "66rosso66 reported contact with environment. Impact speed: 51.880116",
"", "chichkodibel reported contact with environment. Impact speed: 108.15955",
"", "chichkodibel reported contact with environment. Impact speed: 0.131904",
"", "66rosso66 reported contact with another vehicle tangentclamp600. Impact speed: 13.770193",
"", "tangentclamp600 reported contact with another vehicle 66rosso66. Impact speed: 6.780601",
"", "66rosso66 reported contact with another vehicle tangentclamp600. Impact speed: 4.9987597",
"", "chichkodibel reported contact with environment. Impact speed: 80.558914",
"", "chichkodibel reported contact with another vehicle 66rosso66. Impact speed: 14.281506",
"", "66rosso66 reported contact with another vehicle chichkodibel. Impact speed: 23.843319",
"", "chichkodibel reported contact with another vehicle 66rosso66. Impact speed: 14.695412",
"", "66rosso66 reported contact with another vehicle chichkodibel. Impact speed: 10.896016",
"", "chichkodibel reported contact with another vehicle 66rosso66. Impact speed: 9.06128",
"", "66rosso66 reported contact with another vehicle chichkodibel. Impact speed: 14.095312",
"", "chichkodibel reported contact with another vehicle 66rosso66. Impact speed: 12.916193",
"", "66rosso66 reported contact with another vehicle chichkodibel. Impact speed: 17.31204",
"", "chichkodibel reported contact with another vehicle 66rosso66. Impact speed: 10.017684",
"", "66rosso66 reported contact with another vehicle chichkodibel. Impact speed: 9.602656",
"", "chichkodibel reported contact with another vehicle 66rosso66. Impact speed: 9.607895",
"", "66rosso66 reported contact with another vehicle chichkodibel. Impact speed: 12.334082",
"", "chichkodibel reported contact with another vehicle 66rosso66. Impact speed: 5.9357343",
"", "66rosso66 reported contact with another vehicle chichkodibel. Impact speed: 11.20239",
"", "chichkodibel reported contact with another vehicle 66rosso66. Impact speed: 12.959728",
"", "66rosso66 reported contact with another vehicle chichkodibel. Impact speed: 12.404765",
"", "chichkodibel reported contact with another vehicle 66rosso66. Impact speed: 16.23522",
"", "66rosso66 reported contact with another vehicle chichkodibel. Impact speed: 16.987612",
"", "chichkodibel reported contact with another vehicle 66rosso66. Impact speed: 5.1141496",
"", "M. Wasik reported contact with environment. Impact speed: 15.935367",
"", "M. Wasik reported contact with environment. Impact speed: 26.31937",
"", "Tareek reported contact with another vehicle M. Wasik. Impact speed: 163.32037",
"", "M. Wasik reported contact with another vehicle Tareek. Impact speed: 108.550385",
"", "Tareek reported contact with another vehicle M. Wasik. Impact speed: 46.12737",
"", "Tareek reported contact with environment. Impact speed: 76.97899",

Race cuts
'======================
Date, Lap e.t., Lap, Driver, Cut Time, Time skipped
"", "00:00", "21", "66rosso66", "", ""








